N° BOLETIN;PATENTE;FECHA EMISION;AÑO DEL PERMISO;VALOR PERMISO; VALOR IPC;VALOR MULTA;TOTAL A PAGAR;TIPO DE PAGO; CAJA;TIPO VEHICULO;FECHA PAGO; Codigo Sii ; Clasificacion ; Fondos a Terceros 
976;CYFJ-71-K;01-04-2021;2021;68309;137;1027;69473;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176027511;NORMAL;No
1020;CYVX-90-1;08-03-2021;2021;30213;0;0;30213;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB184014411;NORMAL;No
1187;CYXF-14-8;29-03-2021;2021;29838;0;0;29838;CONTADO   ;PRESENCIAL;AUTOMOVIL ;26-04-2021;SD111014611;NORMAL;No
1186;CYXF-20-2;29-03-2021;2021;40536;0;0;40536;CONTADO   ;PRESENCIAL;CAMIONETA ;26-04-2021;CT154001211;NORMAL;No
1146;CYXL-38-7;27-03-2021;2021;68684;0;0;68684;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050026811;NORMAL;No
1382;CYYH-11-1;15-04-2021;2021;79193;158;1190;80541;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT160010011;NORMAL;No
1224;CZLX-29-0;16-04-2021;2021;28993;58;436;29487;CONTADO   ;PRESENCIAL;FURGON    ;26-04-2021;CO052005111;NORMAL;No
1317;CZZH-45-6;01-04-2021;2021;67934;136;1021;69091;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT050028911;NORMAL;No
669;CZZW-54-5;26-03-2021;2021;83697;0;0;83697;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT235011611;NORMAL;No
2023;DBCS-60-K;19-08-2021;2021;51489;360;2333;54182;CONTADO   ;PRESENCIAL;MINIBUS   ;28-09-2021; ;NORMAL;No
1024;DBDT-35-0;09-03-2021;2021;42595;0;0;42595;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176029111;NORMAL;No
1076;DBJD-39-9;20-03-2021;2021;60052;0;0;60052;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050026712;NORMAL;No
717;DBSD-56-7;29-03-2021;2021;73751;0;0;73751;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2021;CT176023711;NORMAL;No
413;DBTT-12-7;15-03-2021;2021;69998;0;0;69998;CONTADO   ;PRESENCIAL;CAMIONETA ;15-03-2021;CT132003711;NORMAL;No
1325;DCCY-13-4;01-04-2021;2021;61553;123;925;62601;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT166005411;NORMAL;No
523;DCCZ-23-8;22-03-2021;2021;79193;0;0;79193;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT160010011;NORMAL;No
695;DCGW-11-1;29-03-2021;2021;35844;0;0;35844;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176020011;NORMAL;No
2267;DCGW-11-1;04-10-2021;2021;36309;436;1102;37847;2ª Cuota  ;PRESENCIAL;CAMIONETA ;05-10-2021;CT176020011;NORMAL;No
866;DCHR-38-3;30-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB040000612;NORMAL;No
2063;DCJL-55-3;24-08-2021;2021;33457;0;0;33457;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU229024311;NORMAL;No
1097;DCJL-55-3;23-03-2021;2021;33029;0;0;33029;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU229024311;NORMAL;No
461;DCVV-55-7;17-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2021;CT268000511;NORMAL;No
2218;DCWC-90-1;06-09-2021;2021;12910;103;195;13208;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;29-09-2021;HB229011011;NORMAL;No
1455;DCWC-90-1;01-04-2021;2021;12745;0;0;12745;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;HB229011011;NORMAL;No
1932;DDDB-20-2;29-07-2021;2021;51489;309;1554;53352;CONTADO   ;PRESENCIAL;BUS       ;29-07-2021; ;NORMAL;No
1111;DDFK-17-2;25-03-2021;2021;35090;0;0;35090;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052006111;NORMAL;No
1168;DDFX-18-4;19-03-2021;2021;86750;0;0;86750;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2021;CT243003511;NORMAL;No
643;DDPW-86-0;26-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;26-03-2021;HB229011011;NORMAL;No
697;DDZS-12-7;29-03-2021;2021;30088;0;0;30088;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO184009211;NORMAL;No
930;DF-5122-6;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235001691;NORMAL;No
2443;DF-9613-0;18-11-2021;2021;25489;943;3172;29604;CONTADO   ;PAGADO INTERNET;CAMIONETA ;30-11-2021;CT235002091;NORMAL;No
1260;DFDH-81-0;31-03-2021;2021;75628;0;0;75628;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166004711;NORMAL;No
1157;DFYY-63-2;28-03-2021;2021;61929;0;0;61929;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079011612;NORMAL;No
1106;DGFR-66-1;24-03-2021;2021;103591;0;0;103591;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;VN235004811;NORMAL;No
906;DGGZ-43-2;31-03-2021;2021;74787;0;0;74787;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT243003111;NORMAL;No
431;DGKL-83-8;15-03-2021;2021;192823;0;0;192823;CONTADO   ;PRESENCIAL;STATION WA;15-03-2021;VN244000811;NORMAL;No
449;DGPT-84-0;15-03-2021;2021;73380;0;0;73380;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2021;CT050030211;NORMAL;No
26;DGXL-95-6;20-01-2021;2020;62196;1306;9525;73027;CONTADO   ;PRESENCIAL;STATION WA;20-01-2021;SU176019711;NORMAL;No
1366;DGXL-95-6;08-04-2021;2021;55736;111;838;56685;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU176019711;NORMAL;No
983;DGXW-84-1;01-04-2021;2021;54422;109;818;55349;CONTADO   ;PRESENCIAL;CAMIONETA ;25-10-2021;CT176019211;NORMAL;No
577;DH-4606-K;24-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;STATION WA;24-03-2021;SU166000291;NORMAL;No
1392;DH-9874-4;23-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;SD235004791;NORMAL;No
553;DHCX-32-2;23-03-2021;2021;32743;0;0;32743;CONTADO   ;PRESENCIAL;CAMIONETA ;24-03-2021;CT050030911;NORMAL;No
889;DHLB-39-K;30-03-2021;2021;75628;0;0;75628;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166004711;NORMAL;No
2006;DHZP-56-3;10-08-2021;2021;46766;0;0;46766;2ª Cuota  ;PAGADO INTERNET;STATION WA;24-08-2021;SU079005612;NORMAL;No
1267;DHZP-56-3;31-03-2021;2021;46166;0;0;46166;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU079005612;NORMAL;No
558;DJ-4803-7;23-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;JEEP      ;24-03-2021;SU059000591;NORMAL;No
480;DJBD-52-0;18-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2021;HB117000612;NORMAL;No
1127;DJDG-98-2;26-03-2021;2021;127485;0;0;127485;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013312;NORMAL;No
841;DJSC-38-K;30-03-2021;2021;88764;0;0;88764;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT160010012;NORMAL;No
2004;DJWX-53-1;06-08-2021;2021;83509;1086;6345;90940;CONTADO   ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT166004712;NORMAL;No
1487;DKCF-76-4;24-05-2021;2020;50322;1510;6220;58052;CONTADO   ;PRESENCIAL;CAMION    ;25-05-2021; ;NORMAL;No
595;DKGF-26-4;24-03-2021;2021;127485;0;0;127485;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT235013312;NORMAL;No
1124;DKGF-35-3;26-03-2021;2021;88388;0;0;88388;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235011512;NORMAL;No
1410;DKHL-74-1;03-05-2021;2021;107171;643;3234;111048;CONTADO   ;PRESENCIAL;FURGON    ;11-05-2021;HB162001309;NORMAL;No
649;DKPK-53-K;26-03-2021;2021;103873;0;0;103873;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT166004312;NORMAL;No
456;DKYY-20-7;16-03-2021;2021;25991;0;0;25991;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2021;CT065000512;NORMAL;No
1348;DKZB-54-2;04-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB229011312;NORMAL;No
458;DLBX-82-7;17-03-2021;2021;76003;0;0;76003;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2021;CT176029312;NORMAL;No
1440;DLCT-45-9;13-05-2021;2020;30423;1126;6625;38174;CONTADO   ;PRESENCIAL;STATION WA;18-05-2021;SU117001012;NORMAL;No
1441;DLCT-45-9;13-05-2021;2021;28255;170;853;29278;CONTADO   ;PRESENCIAL;STATION WA;18-05-2021;SU117001012;NORMAL;No
1093;DLZG-65-8;23-03-2021;2021;80319;0;0;80319;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050030212;NORMAL;No
1377;DP-8821-3;13-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;JEEP      ;30-04-2021;SU166000491;NORMAL;No
714;DPJG-60-5;29-03-2021;2021;83509;0;0;83509;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2021;CT166004712;NORMAL;No
2347;DPWP-67-5;25-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;CAMION    ;03-11-2021; ;NORMAL;No
568;DPZP-49-3;23-03-2021;2020;117092;2927;12602;132621;2ª Cuota  ;PRESENCIAL;STATION WA;24-03-2021;SU106003512;NORMAL;No
569;DPZP-49-3;23-03-2021;2021;105278;0;0;105278;1ª Cuota  ;PRESENCIAL;STATION WA;24-03-2021;SU106003512;NORMAL;No
2243;DRHY-21-7;29-09-2021;2021;104322;0;0;104322;CONTADO   ;PRESENCIAL;CAMION    ;19-10-2021; ;NORMAL;No
1210;DRT-049-5;14-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;Moto      ;26-04-2021; ;NORMAL;No
2064;DRTR-56-0;25-08-2021;2021;64571;0;0;64571;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235013312;NORMAL;No
408;DRTR-56-0;12-03-2021;2021;63743;0;0;63743;1ª Cuota  ;PRESENCIAL;CAMIONETA ;15-03-2021;CT235013312;NORMAL;No
386;DRYW-71-1;10-03-2021;2021;87044;0;0;87044;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2021;CT176030412;NORMAL;No
2258;DRZC-21-5;30-09-2021;2021;90963;728;1375;93066;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;04-10-2021;CT235013413;NORMAL;No
1188;DRZC-21-5;29-03-2021;2021;89797;0;0;89797;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235013413;NORMAL;No
1104;DRZZ-35-K;24-03-2021;2021;88388;0;0;88388;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235011512;NORMAL;No
1525;DSBH-59-9;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;BUS       ;31-05-2021; ;NORMAL;No
1553;DSFX-32-K;04-05-2021;2021;84447;507;2549;87503;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT176023712;NORMAL;No
519;DSSV-93-3;19-03-2021;2021;76003;0;0;76003;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT176029312;NORMAL;No
503;DSVK-11-9;19-03-2021;2021;36782;0;0;36782;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT111003608;NORMAL;No
925;DTCV-56-8;31-03-2021;2021;47479;0;0;47479;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176029112;NORMAL;No
1078;DTCV-88-6;21-03-2021;2021;12745;0;0;12745;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229011012;NORMAL;No
427;DTDS-65-K;15-03-2021;2021;153415;0;0;153415;CONTADO   ;PRESENCIAL;CAMIONETA ;15-03-2021;CT050029612;NORMAL;No
1255;DTFR-10-1;31-03-2021;2021;29909;0;0;29909;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-04-2021;HB050012412;NORMAL;No
1015;DTPB-72-3;07-03-2021;2021;36913;0;0;36913;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD176027712;NORMAL;No
1397;DTTZ-34-3;26-04-2021;2021;83697;167;1258;85122;CONTADO   ;PRESENCIAL;STATION WA;31-05-2021;SU227034112;NORMAL;No
1299;DTVS-76-6;31-03-2021;2021;20807;0;0;20807;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;HB132005512;NORMAL;No
2021;DTVS-76-6;19-08-2021;2021;21077;0;0;21077;2ª Cuota  ;PRESENCIAL;STATION WA;24-08-2021;HB132005512;NORMAL;No
1214;DTVZ-25-K;29-03-2021;2021;48980;0;0;48980;CONTADO   ;PRESENCIAL;AUTOMOVIL ;26-04-2021;SD050024912;NORMAL;No
1066;DTWC-84-6;18-03-2021;2021;25803;0;0;25803;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229010412;NORMAL;No
1285;DTZF-34-9;31-03-2021;2021;32372;0;0;32372;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU111009212;NORMAL;No
2489;DTZF-34-9;04-12-2021;2021;32792;1213;2040;36045;2ª Cuota  ;PRESENCIAL;STATION WA;30-12-2021;SU111009212;NORMAL;No
658;DU-5572-0;26-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;JEEP      ;29-03-2021;SU229001692;NORMAL;No
1208;DVJH-47-7;14-04-2021;2021;43627;87;656;44370;CONTADO   ;PRESENCIAL;FURGON    ;16-04-2021;CO052006412;NORMAL;No
1140;DVKZ-38-2;27-03-2021;2021;88013;0;0;88013;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;VN111014912;NORMAL;No
539;DVRT-52-3;23-03-2021;2021;161357;0;0;161357;CONTADO   ;PRESENCIAL;CAMIONETA ;24-03-2021;CT235013412;NORMAL;No
1057;DVWK-21-0;17-03-2021;2021;164955;0;0;164955;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU079005312;NORMAL;No
1359;DVWT-52-5;27-04-2021;2021;49114;98;738;49950;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB235005012;NORMAL;No
412;DWJS-29-4;12-03-2021;2020;42854;1071;4612;48537;2ª Cuota  ;PRESENCIAL;STATION WA;15-03-2021;SU184012512;NORMAL;No
1092;DWJS-29-4;23-03-2021;2021;77316;0;0;77316;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU184012512;NORMAL;No
2013;DWZV-13-1;15-08-2021;2021;64571;0;0;64571;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT235013312;NORMAL;No
1058;DWZV-13-1;17-03-2021;2021;63743;0;0;63743;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013312;NORMAL;No
1171;DX-4004-8;23-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;STATION WA;08-04-2021;SD227004692;NORMAL;No
414;DXDZ-33-3;15-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;15-03-2021;HB229011012;NORMAL;No
869;DXTC-80-6;30-03-2021;2021;63054;0;0;63054;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU176019712;NORMAL;No
1368;DXVB-50-3;09-04-2021;2021;84447;169;1269;85885;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT176023712;NORMAL;No
423;DXVT-21-9;15-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;15-03-2021;HB050011212;NORMAL;No
1284;DXXJ-65-0;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-04-2021;HB050012313;NORMAL;No
1163;DXYS-10-3;28-03-2021;2021;127485;0;0;127485;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013312;NORMAL;No
678;DY-5045-5;26-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;JEEP      ;29-03-2021;SU229001492;NORMAL;No
670;DYXL-63-1;26-03-2021;2021;161357;0;0;161357;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT235013412;NORMAL;No
1262;DZBK-20-3;31-03-2021;2021;97680;0;0;97680;CONTADO   ;PRESENCIAL;MINIBUS PA;27-04-2021;VN243003312;NORMAL;No
459;DZJF-18-9;17-03-2021;2021;83509;0;0;83509;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2021;CT166004712;NORMAL;No
1335;DZKL-45-3;02-04-2021;2021;119355;239;1794;121388;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT243002513;NORMAL;No
871;DZKP-23-5;30-03-2021;2021;35656;0;0;35656;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD243013513;NORMAL;No
2209;DZZH-29-8;02-09-2021;2021;21577;173;326;22076;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;29-09-2021;CT154001912;NORMAL;No
1458;DZZH-29-8;07-04-2021;2021;21300;43;320;21663;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT154001912;NORMAL;No
323;EG-3646-7;24-02-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;FURGON    ;24-02-2021;SD243000574;NORMAL;No
355;EV-4377-3;04-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;JEEP      ;04-03-2021;SU229001187;NORMAL;No
1134;FBBT-13-2;27-03-2021;2021;87262;0;0;87262;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;VN111014812;NORMAL;No
2245;FBFS-67-1;30-09-2021;2021;104322;0;0;104322;CONTADO   ;PRESENCIAL;CAMION    ;30-09-2021; ;NORMAL;No
377;FBLY-45-K;09-03-2021;2021;26472;0;0;26472;CONTADO   ;PRESENCIAL;STATION WA;09-03-2021;SU111004103;NORMAL;No
477;FBLZ-97-9;18-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2021;HB229010213;NORMAL;No
2320;FBPB-34-0;19-10-2021;2021;40408;485;1227;42120;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;02-11-2021;SD235019813;NORMAL;No
1229;FBPB-34-0;30-03-2021;2021;39889;0;0;39889;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;27-04-2021;SD235019813;NORMAL;No
1389;FBSP-74-K;20-04-2021;2021;39312;79;591;39982;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;CO184011712;NORMAL;No
1354;FBWY-12-7;05-04-2021;2021;154286;309;2319;156914;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU079006513;NORMAL;No
1219;FBZD-88-1;30-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;FURGON    ;26-04-2021;CO080000112;NORMAL;No
879;FCHL-61-6;30-03-2021;2021;63993;0;0;63993;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB160005312;NORMAL;No
366;FCXS-70-2;05-03-2021;2021;370703;0;0;370703;CONTADO   ;PRESENCIAL;CAMIONETA ;05-03-2021;CT064007513;NORMAL;No
2092;FDDW-41-0;31-08-2021;2021;35168;0;0;35168;2ª Cuota  ;PAGADO INTERNET;STATION WA;31-08-2021;SU132012313;NORMAL;No
1452;FDDW-41-0;01-04-2021;2021;34718;0;0;34718;1ª Cuota  ;PRESENCIAL;STATION WA;31-05-2021;SU132012313;NORMAL;No
2345;FDDW-55-0;25-10-2021;2021;18250;215;545;19010;2ª Cuota  ;PAGADO INTERNET;STATION WA;02-11-2021;VN049000313;NORMAL;No
1450;FDDW-55-0;01-04-2021;2021;18016;0;0;18016;1ª Cuota  ;PRESENCIAL;STATION WA;31-05-2021;VN049000313;NORMAL;No
2491;FDFB-36-8;14-12-2021;2021;25489;1300;3617;30406;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-12-2021;HB050011413;NORMAL;No
1087;FDGR-97-1;22-03-2021;2021;48977;0;0;48977;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052006712;NORMAL;No
1052;FDTB-36-8;17-03-2021;2021;282898;0;0;282898;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079016313;NORMAL;No
2441;FFCH-26-6;16-11-2021;2021;12910;305;585;13800;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;30-11-2021;HB229011013;NORMAL;No
1453;FFCH-26-6;01-04-2021;2021;12745;0;0;12745;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;HB229011013;NORMAL;No
625;FFGR-28-3;25-03-2021;2021;96554;0;0;96554;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT050030213;NORMAL;No
1380;FFRV-79-0;13-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB229009213;NORMAL;No
443;FFSG-57-5;15-03-2021;2021;49403;0;0;49403;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2021;CT176029313;NORMAL;No
694;FFTB-15-K;29-03-2021;2021;45290;0;0;45290;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB176005213;NORMAL;No
1398;FFWL-95-K;26-04-2021;2021;94021;188;1413;95622;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT050026813;NORMAL;No
1345;FFYV-87-4;03-04-2021;2021;166644;333;2505;169482;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT079017513;NORMAL;No
429;FGJZ-68-2;15-03-2021;2021;126110;0;0;126110;CONTADO   ;PRESENCIAL;STATION WA;15-03-2021;SU225005713;NORMAL;No
1387;FGKR-99-3;18-04-2021;2021;83509;167;1255;84931;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT176030513;NORMAL;No
1002;FGKS-92-2;03-03-2021;2021;251012;0;0;251012;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079017913;NORMAL;No
2231;FHBW-98-7;25-09-2021;2021;28404;227;429;29060;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;19-10-2021;SD132014713;NORMAL;No
1551;FHBW-98-7;04-05-2021;2021;28040;168;846;29054;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;SD132014713;NORMAL;No
1010;FHCC-41-3;05-03-2021;2021;83134;0;0;83134;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU121004013;NORMAL;No
1691;FHCF-12-2;09-07-2021;2021;81827;982;4969;87778;CONTADO   ;PRESENCIAL;STATION WA;24-08-2021;SU235007713;NORMAL;No
1065;FHFW-58-4;18-03-2021;2021;30025;0;0;30025;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB132004213;NORMAL;No
863;FJZZ-36-4;30-03-2021;2021;212245;0;0;212245;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT106000213;NORMAL;No
1135;FKWJ-55-6;27-03-2021;2021;92613;0;0;92613;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT132005013;NORMAL;No
2039;FKXC-41-K;23-08-2021;2021;93387;0;0;93387;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT106000313;NORMAL;No
998;FKXC-41-K;01-03-2021;2021;92189;0;0;92189;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT106000313;NORMAL;No
2135;FLBF-61-9;03-09-2021;2021;192541;4043;17693;214277;CONTADO   ;PAGADO INTERNET;CAMIONETA ;06-09-2021;CT235013013;NORMAL;No
2216;FLBH-24-7;04-09-2021;2021;60596;485;916;61997;2ª Cuota  ;PAGADO INTERNET;STATION WA;29-09-2021;SU111007613;NORMAL;No
1119;FLBH-24-7;25-03-2021;2021;59818;0;0;59818;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU111007613;NORMAL;No
1040;FLCC-52-2;15-03-2021;2021;92613;0;0;92613;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT132005013;NORMAL;No
1358;FLCJ-16-8;27-04-2021;2021;87262;175;1312;88749;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT225001313;NORMAL;No
1086;FLLB-63-K;22-03-2021;2021;112036;0;0;112036;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT132005113;NORMAL;No
890;FLWS-44-K;30-03-2021;2021;38471;0;0;38471;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD132014413;NORMAL;No
687;FPBD-58-1;29-03-2021;2021;89797;0;0;89797;1ª Cuota  ;PRESENCIAL;CAMIONETA ;29-03-2021;CT235013413;NORMAL;No
2074;FPBD-58-1;30-08-2021;2021;90963;0;0;90963;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT235013413;NORMAL;No
2490;FPFZ-30-6;13-12-2021;2021;143281;7307;20329;170917;CONTADO   ;PRESENCIAL;CAMIONETA ;30-12-2021;CT235013313;NORMAL;No
1316;FPJR-54-5;01-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;CO077001913;NORMAL;No
1126;FPKL-79-0;26-03-2021;2021;69876;0;0;69876;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU079006213;NORMAL;No
1373;FPWT-77-1;12-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;CO146000113;NORMAL;No
2016;FRGV-46-1;14-08-2021;2021;90963;0;0;90963;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT235013413;NORMAL;No
1240;FRGV-46-1;30-03-2021;2021;89797;0;0;89797;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT235013413;NORMAL;No
1355;FRHS-73-1;05-04-2021;2021;33405;67;502;33974;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB176004913;NORMAL;No
1360;FRWH-31-5;06-04-2021;2021;36032;72;542;36646;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;SD050022513;NORMAL;No
899;FRWH-61-7;31-03-2021;2021;32268;0;0;32268;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB050014013;NORMAL;No
1560;FRWH-98-0;19-05-2021;2021;25489;153;769;26411;CONTADO   ;PRESENCIAL;STATION WA;31-05-2021;CO146000713;NORMAL;No
