PATENTE;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO DE PAGO;MODALIDAD;TIPO VEHICULO;FECHA PAGO;CODIGO SII;DUPLICADO;FONDO A TERCEROS
DKZB-54-2;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;CT243007620;;No
DLBX-82-7;2022;73003;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT050028910;;No
DLBY-52-1;2022;36502;1ª Cuota  ;PRESENCIAL;CAMIONETA ;14-03-2022;CT176025110;;No
DLBY-52-1;2022;41651;2ª Cuota  ;PRESENCIAL;CAMIONETA ;09-11-2022;CT176025110;;No
DLCT-45-9;2022;27713;CONTADO   ;PRESENCIAL;STATION WA;12-04-2022;SU235005811;;No
DLZG-65-8;2022;83319;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022;CT243007620;;No
DPJG-60-5;2022;86509;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT243007620;;No
DPZP-49-3;2021;154723;2ª Cuota  ;PRESENCIAL;STATION WA;19-12-2022;CT050027210;;No
DPZP-49-3;2022;271012;CONTADO   ;PRESENCIAL;STATION WA;19-12-2022;SU229023810;;No
DRHY-21-7;2022;116496;CONTADO   ;PRESENCIAL;CAMION    ;12-10-2022;SD132010411;;No
DRTR-56-0;2022;65231;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-08-2022;HB229011111;;No
DRTR-56-0;2022;61830;1ª Cuota  ;INTERNET;CAMIONETA ;21-04-2022;CT243007620;;No
DRWD-75-4;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT235011510;;No
DRXS-23-7;2022;119662;CONTADO   ;PRESENCIAL;CAMION    ;17-10-2022;HB229009210;;No
DRXS-23-7;2021;142742;CONTADO   ;PRESENCIAL;CAMION    ;17-10-2022;CO052004606;;No
DRYW-71-1;2022;84044;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2022;SD132010511;;No
DRZC-21-5;2022;174205;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;SU088000620;;No
DRZZ-35-K;2022;106704;CONTADO   ;PRESENCIAL;CAMIONETA ;30-12-2022;HB111006411;;No
DSBH-59-9;2022;57160;CONTADO   ;PRESENCIAL;BUS       ;03-06-2022;CT106000210;;No
DSFX-32-K;2022;82916;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;HB132009220;;No
DSFX-69-9;2022;36502;1ª Cuota  ;PRESENCIAL;CAMIONETA ;16-03-2022;CT235011611;;No
DSFX-69-9;2022;38509;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;SU176019711;;No
DSSV-93-3;2022;73003;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;HB229014319;;No
DSTJ-18-4;2022;36689;1ª Cuota  ;PRESENCIAL;STATION WA;28-03-2022;HB235004411;;No
DSTJ-18-4;2022;39950;2ª Cuota  ;INTERNET;STATION WA;21-10-2022;SU229029520;;No
DSVK-11-9;2022;39782;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT176023711;;No
DTCV-56-8;2022;44479;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU229029520;;No
DTDS-65-K;2022;148813;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022; ;;No
DTPB-72-3;2022;34947;CONTADO   ;INTERNET;AUTOMOVIL ;30-03-2022;SU035000520;;No
DTVZ-25-K;2022;51169;CONTADO   ;INTERNET;AUTOMOVIL ;25-04-2022;SU035000520;;No
DTWC-84-6;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;SU035001320;;No
DTZF-34-9;2022;72905;CONTADO   ;INTERNET;STATION WA;20-10-2022;SU035001320;;No
DU-5572-0;2022;27221;CONTADO   ;INTERNET;JEEP      ;21-04-2022;SU079007320;;No
DVJH-47-7;2022;40627;CONTADO   ;INTERNET;FURGON    ;31-03-2022;MT106023013;;No
DVKZ-38-2;2022;85509;CONTADO   ;INTERNET;FURGON    ;31-03-2022;MT070000513;;Si
DVRT-52-3;2022;78258;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;SU160003511;;No
DVRT-52-3;2022;82562;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2022;SU154000612;;No
DVWK-21-0;2022;169904;CONTADO   ;INTERNET;STATION WA;31-03-2022;MT070000513;;No
DVWT-25-8;2022;28655;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-05-2022;SD050022711;;No
DVWT-52-5;2022;25680;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022;HB229009207;;No
DVWT-52-5;2022;27962;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;HB111004407;;No
DWJJ-54-0;2022;29253;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-03-2022;SU132012611;;No
DWJS-29-4;2022;76546;CONTADO   ;INTERNET;STATION WA;21-03-2022; ;;No
DWKW-45-0;2022;184401;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;CT176029311;;No
DWZV-13-1;2022;61830;1ª Cuota  ;INTERNET;CAMIONETA ;06-04-2022; ;;No
DWZV-13-1;2022;65416;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT235002095;;No
DX-9538-1;2022;32666;CONTADO   ;PRESENCIAL;AUTOMOVIL ;14-10-2022;CT231000211;;No
DXFF-36-1;2022;62306;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;CT176019211;;No
DXTC-80-6;2022;62410;CONTADO   ;INTERNET;STATION WA;06-04-2022;SU227005496;;No
DXVB-50-3;2022;81447;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU181001095;;No
DXVT-21-9;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;23-03-2022;CT243003511;;No
DXXJ-65-0;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;CT176003395;;No
DXYS-10-3;2022;130045;CONTADO   ;INTERNET;CAMIONETA ;25-05-2022;CT235003595;;No
DY-9473-8;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SD079012411;;No
DYXL-63-1;2022;156516;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;SD079012411;;No
DZBK-20-3;2022;100680;CONTADO   ;INTERNET;MINIBUS PA;26-04-2022;CT176001795;;No
DZJF-18-9;2022;86509;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2022;CT176027511;;No
DZKP-23-5;2022;38656;CONTADO   ;INTERNET;AUTOMOVIL ;26-04-2022;CT050005295;;No
DZVS-99-8;2022;6116;DUPLICADO ;PRESENCIAL;AUTOMOVIL ;29-12-2022;HB184014411;;No
DZVS-99-8;2022;53892;CONTADO   ;INTERNET;AUTOMOVIL ;13-05-2022;SD176008895;;No
DZZH-29-8;2022;45600;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;CT235003696;;No
EE-9222-7;2022;28655;CONTADO   ;INTERNET;AUTOMOVIL ;13-05-2022; ;;No
EE-9222-7;2021;33926;CONTADO   ;INTERNET;AUTOMOVIL ;11-05-2022;CT111000296;;No
EG-3646-7;2022;27221;CONTADO   ;PRESENCIAL;FURGON    ;23-03-2022;CT154001111;;No
FBBT-13-2;2022;84262;CONTADO   ;INTERNET;FURGON    ;31-03-2022; ;;No
FBFS-67-1;2022;119662;CONTADO   ;PRESENCIAL;CAMION    ;25-10-2022;SD111014611;;No
FBLZ-97-9;2022;29003;CONTADO   ;INTERNET;AUTOMOVIL ;29-04-2022; ;;No
FBPB-34-0;2022;77112;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;CT050003795;;No
FBRY-71-0;2022;26087;1ª Cuota  ;PRESENCIAL;STATION WA;28-03-2022;CT154001211;;No
FBRY-71-0;2022;27600;2ª Cuota  ;INTERNET;STATION WA;23-08-2022;CO229000596;;No
FBSP-74-K;2022;42312;CONTADO   ;INTERNET;FURGON    ;26-04-2022;CT050003995;;No
FBWY-12-7;2022;158915;CONTADO   ;INTERNET;STATION WA;25-04-2022;SD160005796;;No
FBX-065-2;2022;43919;CONTADO   ;PRESENCIAL;CUATRIMOTO;11-07-2022;CT050026811;;No
FBYP-14-3;2022;52025;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;CT160010011;;No
FBYP-14-3;2022;54885;2ª Cuota  ;PRESENCIAL;CAMIONETA ;22-08-2022;CT050028911;;No
FCDZ-54-7;2022;27713;CONTADO   ;PRESENCIAL;AUTOMOVIL ;12-04-2022;CT235011611;;No
FCFP-62-6;2022;38098;CONTADO   ;PRESENCIAL;CAMIONETA ;14-03-2022; ;;No
FDDW-41-0;2022;68927;CONTADO   ;PRESENCIAL;STATION WA;05-04-2022;CT176029111;;No
FDDW-55-0;2022;33032;CONTADO   ;INTERNET;STATION WA;27-04-2022;HB050005807;;No
FDGR-97-1;2022;45977;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT050003796;;No
FDTB-36-8;2022;291385;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT235003696;;No
FFBF-16-0;2022;104090;CONTADO   ;PRESENCIAL;FURGON    ;23-03-2022;CT176029111;;No
FFCH-26-6;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;09-03-2022;CT176023711;;No
FFCL-15-K;2022;63252;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2022;CT132003711;;No
FFCL-15-K;2022;70520;2ª Cuota  ;PRESENCIAL;STATION WA;25-10-2022;CT166005411;;No
FFRV-79-0;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;SU079007620;;No
FFWL-95-K;2022;98772;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU079007620;;No
FFYV-87-4;2022;174740;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;HB229003596;;No
FGJZ-68-2;2022;122327;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;CT176020011;;No
FGKR-99-3;2022;80509;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022; ;;No
FGKS-92-2;2022;258542;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022; ;;No
FGPJ-86-K;2022;82573;CONTADO   ;PRESENCIAL;STATION WA;16-03-2022;HB040000612;;No
FHBW-98-7;2022;26540;1ª Cuota  ;INTERNET;AUTOMOVIL ;31-03-2022; ;;No
FHBW-98-7;2022;30953;2ª Cuota  ;INTERNET;AUTOMOVIL ;27-12-2022; ;;No
FHFW-58-4;2022;30741;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;CT235015720;;No
FHPY-94-1;2022;124239;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;SU229024311;;No
FJZZ-36-4;2022;108139;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022;CT235015720;;No
FJZZ-36-4;2022;117753;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT235016020;;No
FKWJ-55-6;2022;89613;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT235016020;;No
FKXC-16-9;2022;54709;1ª Cuota  ;PRESENCIAL;CAMIONETA ;25-03-2022;CT166004511;;No
FKXC-16-9;2022;57718;2ª Cuota  ;PRESENCIAL;CAMIONETA ;09-08-2022;CT268000511;;No
FKXC-41-K;2022;89424;1ª Cuota  ;INTERNET;CAMIONETA ;21-04-2022;CT160012821;;No
FLBF-61-9;2022;93383;1ª Cuota  ;INTERNET;CAMIONETA ;21-03-2022;CT050035620;;No
FLBF-61-9;2022;101684;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT050035620;;No
FLBH-24-7;2022;116047;CONTADO   ;INTERNET;STATION WA;26-04-2022;VN184001820;;No
FLCC-52-2;2022;89613;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;HB229011011;;No
FLKX-84-5;2022;29264;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022; ;;No
FLLB-63-K;2022;108675;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;MT254021607;;No
FLWS-44-K;2022;37891;CONTADO   ;PRESENCIAL;AUTOMOVIL ;04-04-2022;CT243003511;;No
FPBD-58-1;2022;87103;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022; ;;No
FPBD-58-1;2022;92154;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;HB111017920;;No
FPFZ-30-6;2022;138983;CONTADO   ;INTERNET;CAMIONETA ;30-03-2022;HB111017920;;No
FPJR-54-5;2022;27221;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SU154004020;;No
FPKL-79-0;2022;33438;1ª Cuota  ;PRESENCIAL;STATION WA;28-03-2022;HB229011011;;No
FRGV-46-1;2022;87103;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022;CO184019720;;No
FRGV-46-1;2022;92154;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT050035620;;No
FRHS-73-1;2022;36405;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;HB229011011;;No
FRWH-31-5;2022;34557;CONTADO   ;INTERNET;AUTOMOVIL ;17-05-2022;CO543001020;;No
FRWH-61-7;2022;31459;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;SU047004118;;No
FRWH-98-0;2022;28655;CONTADO   ;PRESENCIAL;STATION WA;31-05-2022;CO184009211;;No
FSFF-66-9;2022;174205;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2022;CT235001691;;No
FSRG-50-8;2022;91528;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU047004118;;No
FSSB-79-6;2022;235428;CONTADO   ;PRESENCIAL;STATION WA;09-03-2022;CT235002091;;No
FSXH-85-4;2022;94680;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022;VN176006620;;No
FTFJ-92-1;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT166004711;;No
FTHY-35-K;2022;141491;CONTADO   ;PRESENCIAL;CAMIONETA ;04-04-2022;SD243013612;;Si
FTJD-15-9;2022;138983;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022;SU229002096;;No
FTSK-31-0;2022;46601;1ª Cuota  ;INTERNET;CAMIONETA ;31-05-2022;CT225005121;;No
FTSK-31-0;2022;46883;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT225005121;;No
FVBF-42-4;2022;27662;CONTADO   ;PRESENCIAL;AUTOMOVIL ;23-03-2022;SD243013612;;No
FVCK-92-1;2022;76585;CONTADO   ;PRESENCIAL;AUTOMOVIL ;07-04-2022;CT235011611;;No
FVCL-59-6;2022;48039;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;SD111034420;;No
FVJJ-80-9;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2022;SU227035611;;No
FVRG-25-6;2022;76194;CONTADO   ;INTERNET;STATION WA;27-04-2022;SD111034420;;No
FVRG-96-5;2022;58980;1ª Cuota  ;INTERNET;CAMIONETA ;30-03-2022;SU154003419;;No
FVRG-96-5;2022;64223;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU154003419;;No
FWHJ-92-1;2022;54709;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;CT079011612;;No
FWHJ-92-1;2022;57718;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;VN235004811;;No
FWHV-53-8;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT243003111;;No
FWRF-91-2;2022;213484;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;CT166006821;;No
FWWH-61-5;2022;99554;CONTADO   ;INTERNET;CAMIONETA ;25-04-2022;CT243007620;;No
FXHJ-79-9;2022;103033;CONTADO   ;INTERNET;STATION WA;27-04-2022;CT235015021;;No
FXJR-67-9;2022;99557;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022;CT176033921;;No
FXJR-67-9;2022;108408;2ª Cuota  ;INTERNET;CAMIONETA ;20-10-2022;CT176032821;;No
FYBS-22-7;2022;58248;CONTADO   ;PRESENCIAL;CAMION    ;13-09-2022;HB132004211;;No
FYDJ-70-3;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;VN244000811;;No
FYJJ-35-7;2022;71937;2ª Cuota  ;PRESENCIAL;CAMIONETA ;04-10-2022;VN244000811;;No
FYJJ-35-7;2022;67448;1ª Cuota  ;INTERNET;CAMIONETA ;29-04-2022;CT243007321;;No
FYRZ-60-3;2022;23993;1ª Cuota  ;INTERNET;AUTOMOVIL ;27-04-2022;CT543004421;;No
FYTX-61-K;2022;162737;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;CT050030211;;No
FYWT-32-8;2021;203450;CONTADO   ;PRESENCIAL;CAMION    ;19-08-2022;CT050027211;;No
FZGB-38-7;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT050027211;;No
FZGX-47-4;2022;28441;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;CO050002121;;No
FZGY-40-3;2022;311580;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;CT176019211;;No
FZGY-41-1;2022;58248;CONTADO   ;PRESENCIAL;TRACTOR   ;23-09-2022;SU166000291;;No
FZRH-81-1;2022;61813;CONTADO   ;PRESENCIAL;MINIBUS   ;22-09-2022;CT050030911;;No
FZTC-87-6;2022;76756;CONTADO   ;PRESENCIAL;STATION WA;31-03-2022;VN111015511;;No
FZVL-79-5;2022;56522;1ª Cuota  ;INTERNET;CAMIONETA ;31-03-2022;CO050002121;;No
FZVL-79-5;2022;61547;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT166007021;;No
FZZV-78-3;2022;83375;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022;CT166007021;;No
GBBH-62-7;2022;62338;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022;CT050035621;;No
GBHR-61-0;2022;55363;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;SU079005612;;No
GBJS-64-7;2021;17817;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;25-04-2022;SU059000591;;No
GBJS-64-7;2022;29551;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-04-2022;HB117000612;;No
GBLY-79-8;2022;63207;1ª Cuota  ;INTERNET;CAMIONETA ;31-03-2022;CT176032721;;No
GBLY-79-8;2022;66873;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT176032721;;No
GBSC-80-0;2022;68576;CONTADO   ;INTERNET;AUTOMOVIL ;17-05-2022;VN176006621;;No
GBSL-10-4;2022;163829;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU176023621;;No
GBTD-39-K;2022;162737;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SD176029121;;No
GCDF-30-1;2021;34721;2ª Cuota  ;PRESENCIAL;CAMIONETA ;10-03-2022;CT235013312;;No
GCHD-62-K;2022;133284;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT160010012;;No
GCJZ-89-5;2022;162737;CONTADO   ;INTERNET;CAMIONETA ;30-03-2022;SU197010521;;No
GCRF-21-7;2022;81369;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;CT166004712;;No
GCRF-21-7;2022;86088;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU197010521;;No
GDFP-36-5;2022;62338;1ª Cuota  ;PRESENCIAL;CAMIONETA ;25-03-2022;SD227003391;;No
GDGV-79-6;2022;47903;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2022;SD227003391;;No
GDGV-79-6;2022;50538;2ª Cuota  ;PRESENCIAL;STATION WA;31-08-2022; ;;No
GFCR-46-9;2021;336771;CONTADO   ;PRESENCIAL;STATION WA;05-04-2022; ;;No
GFCR-46-9;2022;273620;CONTADO   ;PRESENCIAL;STATION WA;05-04-2022;CT235013312;;No
GFJK-14-6;2022;145262;CONTADO   ;PRESENCIAL;STATION WA;02-03-2022;CT235013312;;No
GFTV-74-4;2022;66252;1ª Cuota  ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235011512;;No
GFTV-74-4;2022;74075;2ª Cuota  ;INTERNET;CAMIONETA ;28-11-2022;SU111025321;;No
GFVH-46-0;2022;42796;1ª Cuota  ;INTERNET;JEEP      ;29-04-2022;CT154004221;;No
GFVH-46-0;2022;48103;2ª Cuota  ;INTERNET;JEEP      ;29-12-2022;SU225014121;;No
GFVR-32-5;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;SU225014121;;No
GFVR-65-1;2022;132503;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;HB162001309;;No
GFWG-79-6;2022;202055;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT166004312;;No
GGFK-87-K;2022;122054;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022; ;;Si
GGYJ-13-1;2021;260144;CONTADO   ;PRESENCIAL;CAMIONETA ;20-01-2022;CT065000512;;No
GHJX-54-8;2022;41688;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022; ;;No
GHJX-54-8;2022;46610;2ª Cuota  ;INTERNET;CAMIONETA ;28-11-2022;SU132022321;;No
GHTF-27-5;2022;70376;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;HB229011312;;No
GHTG-76-K;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;CT176034221;;No
GHTW-94-4;2022;164299;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;CT176029312;;No
GHTW-94-4;2022;5676;DUPLICADO ;PRESENCIAL;CAMIONETA ;23-05-2022;CT176029312;;No
GHTZ-98-6;2022;162737;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT080009421;;No
GHYS-30-0;2022;63052;CONTADO   ;PRESENCIAL;FURGON    ;09-03-2022;CT176029312;;No
GJPP-18-3;2022;92710;CONTADO   ;INTERNET;STATION WA;21-03-2022;SU545000421;;No
GJPR-35-6;2022;100319;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;SU117001012;;No
GJPR-35-6;2022;105835;2ª Cuota  ;PRESENCIAL;CAMIONETA ;05-08-2022;CT050030212;;No
GJPV-46-0;2022;82837;1ª Cuota  ;INTERNET;CAMIONETA ;29-04-2022;SU545000421;;No
GJPV-46-0;2022;88601;2ª Cuota  ;INTERNET;CAMIONETA ;21-10-2022;CT243007621;;No
GKPD-18-7;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;SD050030621;;No
GLRZ-38-5;2022;45664;CONTADO   ;PRESENCIAL;STATION WA;26-04-2022;CT166004712;;No
GLVG-25-4;2022;33424;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;HB229018621;;No
GLVV-24-6;2022;50296;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU106003512;;No
GPFG-34-7;2022;62677;CONTADO   ;INTERNET;STATION WA;06-04-2022;HB229004197;;No
GPV-069-3;2022;27221;CONTADO   ;INTERNET;Moto      ;21-03-2022;SU227004297;;No
GRVC-39-3;2022;173198;1ª Cuota  ;PRESENCIAL;CASA RODAN;31-03-2022;SU106003512;;No
GRVC-39-3;2022;188061;2ª Cuota  ;INTERNET;CASA RODAN;23-09-2022;CT166005107;;No
GRWG-84-3;2022;149609;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022; ;;No
GRWG-84-3;2021;86415;2ª Cuota  ;PRESENCIAL;CAMIONETA ;09-03-2022;CO052004606;;No
GRXX-73-6;2022;70236;1ª Cuota  ;PRESENCIAL;STATION WA;10-03-2022;CT235013312;;No
GRXX-73-6;2022;74310;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;CT166005107;;No
GRYH-90-5;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;VN111010807;;No
GRYK-25-8;2022;259203;CONTADO   ;PRESENCIAL;AUTOMOVIL ;23-03-2022;CT235013312;;No
GRYK-45-2;2022;290648;CONTADO   ;INTERNET;STATION WA;06-04-2022;HB243002697;;No
GRYK-84-3;2022;131112;CONTADO   ;INTERNET;CAMIONETA ;28-06-2022;SU235001996;;No
GRYY-16-9;2022;87701;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;SD160006797;;No
GRYY-16-9;2022;93804;2ª Cuota  ;INTERNET;STATION WA;20-10-2022;CO050002121;;No
GRYZ-29-7;2022;68398;CONTADO   ;PRESENCIAL;STATION WA;04-04-2022;HB050012312;;No
GRZB-71-2;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022; ;;Si
GSFS-26-7;2022;196288;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022; ;;No
GSSZ-69-3;2022;33902;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CO052004606;;No
GSSZ-79-3;2022;33902;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT176030412;;No
GSTC-83-K;2022;33697;CONTADO   ;PRESENCIAL;AUTOMOVIL ;09-03-2022;CT235013413;;No
GSTH-86-K;2022;71121;CONTADO   ;INTERNET;CAMIONETA ;25-04-2022;SU050014021;;No
GSTR-19-8;2022;153150;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022; ;;No
GSTW-28-2;2022;27713;CONTADO   ;PRESENCIAL;STATION WA;21-04-2022;CT235011512;;No
GTFJ-94-1;2022;33792;1ª Cuota  ;PRESENCIAL;STATION WA;18-03-2022; ;;No
GTFJ-94-1;2022;35752;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;HB229018421;;No
GTJG-43-0;2022;27713;CONTADO   ;PRESENCIAL;FURGON    ;01-04-2022;CT176023712;;No
GTTK-12-3;2022;150768;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;HB229018621;;No
GTTL-28-6;2022;135983;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT176029312;;No
GTTT-70-5;2022;67803;CONTADO   ;INTERNET;AUTOMOVIL ;26-04-2022;HB229018621;;No
GTWP-92-1;2022;202055;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;CT176029312;;No
GVDH-95-2;2022;208684;CONTADO   ;PRESENCIAL;STATION WA;01-04-2022;CT176029312;;No
GVFZ-23-K;2022;74504;CONTADO   ;INTERNET;JEEP      ;26-04-2022;SD111005097;;No
GVHZ-86-9;2022;33487;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SU235005712;;No
GVKK-38-3;2022;192781;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;SU235005712;;No
GVWR-73-2;2022;118671;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022;SD176010097;;No
GVWR-73-2;2022;125553;2ª Cuota  ;INTERNET;CAMIONETA ;23-08-2022;CT154005121;;No
GXPW-76-9;2022;134161;1ª Cuota  ;INTERNET;CAMIONETA ;30-03-2022;CT160012021;;No
GXPW-76-9;2022;141941;2ª Cuota  ;INTERNET;CAMIONETA ;23-08-2022;CT079017521;;No
GXTC-27-7;2022;184555;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT117001421;;No
GXWV-54-4;2022;157147;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;CT111003608;;No
GXXV-68-K;2022;150768;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022;CT117001421;;No
GXXX-21-6;2022;122090;1ª Cuota  ;PRESENCIAL;CAMIONETA ;01-03-2022;CT176029112;;No
GXXX-21-6;2022;128805;2ª Cuota  ;PRESENCIAL;CAMIONETA ;09-08-2022;CT050029612;;No
GXYW-78-9;2022;62201;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;HB229018621;;No
